yearDay,greg,heb,parasha,L01,L02,L03,L04,L05,L06,L07,L08,L09,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39
186,2027-04-12,5 Nisan,Metzora,Torah 186 · KST § 216 (p. 123) · Lo Taaseh 279–282,י Yud · צי · set 9 · day 10 of 22,Netzach shebeTiferet · shebeHod · day 18 of 49,ייז · 40 of 72 · אִמֵּר 16 · וִיחֻנֶּךָּ,Spring · 4 of 91 · Ratzo · F1 letter 4 · Eicha 1:4 · ד,2nd cycle 2 · day 4 of 13 · Hashem,Year-Cycle 5 · day 36 of 55,OC 371–372 · Orach Chaim · 371 of 728,Metzora · D2 · P8 · C4,set 8 · 18/28 · Firstborn Kosher Animals 4 · Firstborn Donkey 1,Torah 186 · Zohar II 172–173,§ 216 (p. 123) · Metzora,Lo Taaseh 279–282,LT Bamidbar · Folio 63 · day 214 of 364,Prayer 107 — first half · day 214 of 364,Sanhedrin 3 & 4 · Week 27 · Day 4,Zechariah 8 & 9 · Week 27 · Day 4,Tale 2 — The Emperor and the King · cycle 15 · day 4 of 13,Sichos HaRan · §186 of 308 · day 186 of 369,OC 371–372 · half-days 371 & 372,Metzora,Rav Pe’alim · Vol II · Choshen Mishpat 2 · Vol II · Choshen Mishpat 3,Se’if ו׳ · day 4 of 13,וְהִנֵה ה׳ נִצָב עָלָיו וּמְלֹא כָל הָאָרֶץ כּבוֹדוֹ וּמַבִּיט עָלָיו וּבוֹחֵן כְּלָיוֹת וָלֵב אִם עוֹבְדוֹ כָּרָאוּי · תניא פרק מא,Firstborn Kosher Animals 4 · Firstborn Donkey 1,Nazir · 9a · Nisan / Pesach / Omer,Treatment of Others — 3/5 · Treatment of Others — 4/5,Story 55 · 56 · Metzora,Niddah 32 · נִדָּה,Class 95 · of 118,Metzora · Day 2,Day 186 · of 369,Chapter 2 · cycle 15,The Garden of Peace · cycle 2 of 13,Phase 2 · day 4 of 13,Gate 10 · Gate 11 · Gate 12 · day 4 of 13,Chagigah · Bechorot · Shegagot · set 8 of 14 · day 18 of 28,Niddah 32 · review,Story 214 · Parshat Metzora
187,2027-04-13,6 Nisan,Metzora,Torah 187 · KST § 217 (p. 123) · Lo Taaseh 283–284,כ Kaf · פכ · set 9 · day 11 of 22,Hod shebeTiferet · shebeHod · day 19 of 49,ההה · 41 of 72 · חֵזִיר 17 · וִיחֻנֶּךָּ,Spring · 5 of 91 · Ratzo · F1 letter 5 · Eicha 1:5 · ה,2nd cycle 2 · day 5 of 13 · Hashem,Year-Cycle 5 · day 37 of 55,OC 373–374 · Orach Chaim · 373 of 728,Metzora · D3 · P8 · C4,set 8 · 19/28 · Firstborn Donkey 2–3,Torah 187 · Zohar II 174–175,§ 217 (p. 123) · Metzora,Lo Taaseh 283–284,LT Bamidbar · Folio 64 · day 215 of 364,Prayer 107 — second half · day 215 of 364,Sanhedrin 5 & 6 · Week 27 · Day 5,Zechariah 10 & 11 · Week 27 · Day 5,Tale 2 — The Emperor and the King · cycle 15 · day 5 of 13,Sichos HaRan · §187 of 308 · day 187 of 369,OC 373–374 · half-days 373 & 374,Metzora,Rav Pe’alim · Vol II · Choshen Mishpat 4 · Vol II · Choshen Mishpat 5,Se’if ז׳ · day 5 of 13,בְּרֵאשִׁית בָּרָא אֶלֹקִים אֵת הַשָׁמַיִם וְאֵת הָאָרֶץ · בראשית א:א,Firstborn Donkey 2–3,Nazir · 9a · Nisan / Pesach / Omer,Treatment of Others — 3/5 · Treatment of Others — 4/5,Story 55 · 56 · Metzora,Niddah 33 · נִדָּה,Class 96 · of 118,Metzora · Day 3,Day 187 · of 369,Chapter 2 · cycle 15,The Garden of Peace · cycle 2 of 13,Phase 2 · day 5 of 13,Gate 13 · Gate 14 · Gate 15 · day 5 of 13,Mechusrei Kapparah · Temurah · Tumat Met · set 8 of 14 · day 19 of 28,Niddah 33 · review,Story 215 · Parshat Metzora
188,2027-04-14,7 Nisan,Metzora,Torah 188 · KST § 218 (p. 124) · Lo Taaseh 282–285,ל Lamed · צל · set 9 · day 12 of 22,Yesod shebeTiferet · shebeHod · day 20 of 49,מיכ · 42 of 72 · הַפִּצֵּץ 18 · וִיחֻנֶּךָּ,Spring · 6 of 91 · Ratzo · F1 letter 6 · Eicha 1:6 · ו,2nd cycle 2 · day 6 of 13 · Hashem,Year-Cycle 5 · day 38 of 55,OC 375–376 · Orach Chaim · 375 of 728,Metzora · D4 · P8 · C4,set 8 · 20/28 · Separating From Dough 1–2,Torah 188 · Zohar II 176–177,§ 218 (p. 124) · Metzora,Lo Taaseh 282–285,LT Bamidbar · Folio 65 · day 216 of 364,Prayer 108 — first half · day 216 of 364,"Tosefta Sanhedrin 1, 2, 3, 4 · Week 27 · Day 6",Zechariah 12 & 13 · Week 27 · Day 6,Tale 2 — The Emperor and the King · cycle 15 · day 6 of 13,Sichos HaRan · §188 of 308 · day 188 of 369,OC 375–376 · half-days 375 & 376,Metzora,Rav Pe’alim · Vol II · Choshen Mishpat 6 · Vol II · Choshen Mishpat 7,Se’if ח׳ · day 6 of 13,וְשִׁנַנְתָּם לְבָנֶיךָ וְדִבַּרְתָּ בָּם בְּשִׁבְתְּךָ בְּבֵיתֶךָ וּבְלֶכְתְּךָ בַדֶרֶךְ וּבְשָׁכְבְּךָ וּבְקוּמֶךָ · דברים ו:ז,Separating From Dough 1–2,Sotah · 9b · Pesach / Omer,Treatment of Others — 3/5 · Treatment of Others — 4/5,Story 55 · 56 · Metzora,Niddah 34 · נִדָּה,Class 97 · of 118,Metzora · Day 4,Day 188 · of 369,Chapter 2 · cycle 15,The Garden of Peace · cycle 2 of 13,Phase 2 · day 6 of 13,Gate 16 · Gate 17 · Gate 18 · day 6 of 13,Parah Adumah · Tumat Tzara'at · Metamei Mishkav u'Moshav · set 8 of 14 · day 20 of 28,Niddah 34 · review,Story 216 · Parshat Metzora
189,2027-04-15,8 Nisan,Metzora,Torah 189 · KST § 219 (p. 125) · Lo Taaseh 286–287,מ Mem · פמ · set 9 · day 13 of 22,Malchut shebeTiferet · shebeHod · day 21 of 49,וול · 43 of 72 · פְּתַחְיָה 19 · וִיחֻנֶּךָּ,Spring · 7 of 91 · Ratzo · F1 letter 7 · Eicha 1:7 · ז,2nd cycle 2 · day 7 of 13 · Hashem,Year-Cycle 5 · day 39 of 55,OC 377–378 · Orach Chaim · 377 of 728,Metzora · D5 · P8 · C4,set 8 · 21/28 · Separating From Dough 3–4,Torah 189 · Zohar II 178–181,§ 219 (p. 125) · Metzora,Lo Taaseh 286–287,LT Bamidbar · Folio 66 · day 217 of 364,Prayer 108 — second half · day 217 of 364,"Tosefta Sanhedrin 5, 6, 7, 8 · Week 27 · Day 7",Zechariah 14 &amp; Malachi 1 · Week 27 · Day 7,Tale 2 — The Emperor and the King · cycle 15 · day 7 of 13,Sichos HaRan · §189 of 308 · day 189 of 369,OC 377–378 · half-days 377 & 378,Metzora,Rav Pe’alim · Vol II · Choshen Mishpat 8 · Vol II · Choshen Mishpat 9,Se’if ט׳ · day 7 of 13,"יָגַעְתִּי וְלֹא מָצָאתִי אַל תַּאַמִין לֹא יָגַעְתִּי וּמָצָאתִי אַל תַּאַמִין יָגַעְתִּי וּמָצָאתִי תַּאַמִין · מגילה ו,ב",Separating From Dough 3–4,Sotah · 9b · Pesach / Omer,Treatment of Others — 3/5 · Treatment of Others — 4/5,Story 55 · 56 · Metzora,Niddah 35 · נִדָּה,Class 98 · of 118,Metzora · Day 5,Day 189 · of 369,Chapter 2 · cycle 15,The Garden of Peace · cycle 2 of 13,Phase 2 · day 7 of 13,Gate 19 · Gate 20 · Gate 21 · day 7 of 13,She'ar Avot HaTumot · Tumat Ochlin · Kelim · set 8 of 14 · day 21 of 28,Niddah 35 · review,Story 217 · Parshat Metzora
190,2027-04-16,9 Nisan,Metzora,Torah 190 · KST § 220 (p. 125) · Lo Taaseh 285–288,נ Nun · צנ · set 9 · day 14 of 22,Chesed shebeNetzach · shebeHod · day 22 of 49,ילה · 44 of 72 · יְחֶזְקֵאל 20 · וִיחֻנֶּךָּ,Spring · 8 of 91 · Ratzo · F1 letter 8 · Eicha 1:8 · ח,2nd cycle 2 · day 8 of 13 · Hashem,Year-Cycle 5 · day 40 of 55,OC 379–380 · Orach Chaim · 379 of 728,Metzora · D6 · P8 · C4,set 8 · 22/28 · Tithes 1–2,Torah 190 · Zohar II 182–183,§ 220 (p. 125) · Metzora,Lo Taaseh 285–288,LT Bamidbar · Folio 67 · day 218 of 364,Prayer 109 — first half · day 218 of 364,Sanhedrin 7 & 8 · Week 28 · Day 1,Malachi 2 & 3 · Week 28 · Day 1,Tale 2 — The Emperor and the King · cycle 15 · day 8 of 13,Sichos HaRan · §190 of 308 · day 190 of 369,OC 379–380 · half-days 379 & 380,Metzora,Ben Ish Chai · Halachot,Se’if י׳ · day 8 of 13,וְאָהַבְתָּ לְרֵעַךָ כָּמוֹךָ – רַבִּי עַקִיבָא אוֹמֵר זֶה כְּלָל גָדוֹל בַּתּוֹרָה · ויקרא יט:יח,Tithes 1–2,Sotah · 9b · Pesach / Omer,Treatment of Others — 3/5 · Treatment of Others — 4/5,Story 55 · 56 · Metzora,Niddah 36 · נִדָּה,Class 99 · of 118,Metzora · Day 6,Day 190 · of 369,Chapter 2 · cycle 15,The Garden of Peace · cycle 2 of 13,Phase 2 · day 8 of 13,Gate 22 · Gate 23 · Gate 24 · day 8 of 13,Mikvaot · Nizkei Mamon · Genevah · set 8 of 14 · day 22 of 28,Niddah 36 · review,Story 218 · Parshat Metzora
191,2027-04-17,10 Nisan,Metzora,Torah 191 · KST § 221–222 (p. 127) · Lo Taaseh 289–290,ס Samech · פס · set 9 · day 15 of 22,Gevurah shebeNetzach · shebeHod · day 23 of 49,סאל · 45 of 72 · יָכִין 21 · וִיחֻנֶּךָּ,Spring · 9 of 91 · Ratzo · F1 letter 9 · Eicha 1:9 · ט,2nd cycle 2 · day 9 of 13 · Hashem,Year-Cycle 5 · day 41 of 55,OC 381–382 · Orach Chaim · 381 of 728,Metzora · D7 · P8 · C4,set 8 · 23/28 · Tithes 3–4 · Metzora,Torah 191 · Zohar II 184–185,§ 221–222 (p. 127) · Metzora,Lo Taaseh 289–290,LT Bamidbar · Folio 68 · day 219 of 364,Prayer 109 — second half · day 219 of 364,Sanhedrin 9 & 10 · Week 28 · Day 2,Psalms 1 & 2 · Week 28 · Day 2,Tale 2 — The Emperor and the King · cycle 15 · day 9 of 13,Sichos HaRan · §191 of 308 · day 191 of 369,OC 381–382 · half-days 381 & 382,Metzora,Ben Ish Chai · Drash · Metzora · Drash,Se’if י״א · day 9 of 13,וְזֶה כָּל הָאָדָם וְתַכְלִית בְּרִיאָתוֹ וּבְרִיאַת כָּל הָעוֹלָמוֹת עֶלְיוֹנִים וְתַּחְתּוֹנִים לִהְיוֹת לוֹ דִירָה זוֹ בְּתַּחְתּוֹנִים · תניא פרק לג,Tithes 3–4,Sotah · 9b · Pesach / Omer,Treatment of Others — 3/5 · Treatment of Others — 4/5,Story 55 · 56 · Metzora,Niddah 37 · נִדָּה,Class 100 · of 118,Sefer Yetzirah · 3:8,Day 191 · of 369,Chapter 2 · cycle 15,The Garden of Peace · cycle 2 of 13,Phase 2 · day 9 of 13,Gate 25 · Gate 26 · Gate 27 · day 9 of 13,Gezelah v'Avedah · Chovel u'Mazik · Rotze'ach u'Shmirat Ne · set 8 of 14 · day 23 of 28,Niddah 37 · review,Story 219 · Parshat Metzora
192,2027-04-18,11 Nisan,Achrei Mot,Torah 192 · KST § 223 (p. 127) · Lo Taaseh 288–291,ע Ayin · צע · set 9 · day 16 of 22,Tiferet shebeNetzach · shebeHod · day 24 of 49,ערי · 46 of 72 · גָּמוּל 22 · וִיחֻנֶּךָּ,Spring · 10 of 91 · Ratzo · F1 letter 10 · Eicha 1:10 · י,2nd cycle 2 · day 10 of 13 · Hashem,Year-Cycle 5 · day 42 of 55,OC 383–384 · Orach Chaim · 383 of 728,Achrei Mot · D1 · P1 · C5,set 8 · 24/28 · First Shearings 1–2,Torah 192 · Zohar II 186–187,§ 223 (p. 127) · Achrei Mot,Lo Taaseh 288–291,LT Bamidbar · Folio 69 · day 220 of 364,Prayer 110 — first half · day 220 of 364,Sanhedrin 11 &amp; Makkot 1 · Week 28 · Day 3,Psalms 3 & 4 · Week 28 · Day 3,Tale 2 — The Emperor and the King · cycle 15 · day 10 of 13,Sichos HaRan · §192 of 308 · day 192 of 369,OC 383–384 · half-days 383 & 384,Achrei Mot,Rav Pe’alim · Vol II · Choshen Mishpat 10 · Vol II · Choshen Mishpat 11,Se’if י״ב · day 10 of 13,יִשְׂמַח יִשְׂרָאֵל בְּעוֹשָׂיו פֵּירוּש שֶׁכָּל מִי שֶׁהוּא מִזֶרַע יִשְׂרָאֵל יֵשׁ לוֹ לִשְׂמוֹחַ בְּשִׂמְחַת ה׳ אַשֶׁר שָׂשׂ וְשָׂמֵחַ בְּדִירָתוֹ בְּתַּחְתּוֹנִים · תניא פרק לג,First Shearings 1–2,Sotah · 9b · Pesach / Omer,Treatment of Others — 5/5 · Happiness — 1/20,Story 57 · 58 · Achrei Mot,Niddah 38 · נִדָּה,Class 101 · of 118,Achrei Mot · Day 1,Day 192 · of 369,Chapter 2 · cycle 15,The Garden of Peace · cycle 2 of 13,Phase 2 · day 10 of 13,Gate 28 · Gate 29 · Gate 30 · day 10 of 13,Mechirah · Zechiyah u'Matanah · Shecheinim · set 8 of 14 · day 24 of 28,Niddah 38 · review,Story 220 · Parshat Achrei Mot
193,2027-04-19,12 Nisan,Achrei Mot,Torah 193 · KST § 224 (p. 128) · Lo Taaseh 292–293,פ Peh · פצ · set 9 · day 17 of 22,Netzach shebeNetzach · shebeHod · day 25 of 49,עשל · 47 of 72 · דְּלָיָהוּ 23 · וִיחֻנֶּךָּ,Spring · 11 of 91 · Ratzo · F1 letter 11 · Eicha 1:11 · כ,2nd cycle 2 · day 11 of 13 · Hashem,Year-Cycle 5 · day 43 of 55,OC 385–386 · Orach Chaim · 385 of 728,Achrei Mot · D2 · P1 · C5,set 8 · 25/28 · First Shearings 3–4,Torah 193 · Zohar II 188–189,§ 224 (p. 128) · Achrei Mot,Lo Taaseh 292–293,LT Bamidbar · Folio 70 · day 221 of 364,Prayer 110 — second half · day 221 of 364,Makkot 2 & 3 · Week 28 · Day 4,Psalms 5 & 6 · Week 28 · Day 4,Tale 2 — The Emperor and the King · cycle 15 · day 11 of 13,Sichos HaRan · §193 of 308 · day 193 of 369,OC 385–386 · half-days 385 & 386,Achrei Mot,Rav Pe’alim · Vol II · Choshen Mishpat 12 · Vol II · Choshen Mishpat 13,Overview · day 11 of 13,"All twelve · Mivtza Chinuch, 5736",First Shearings 3–4,Sotah · 9b · Pesach / Omer,Treatment of Others — 5/5 · Happiness — 1/20,Story 57 · 58 · Achrei Mot,Niddah 39 · נִדָּה,Class 102 · of 118,Achrei Mot · Day 2,Day 193 · of 369,Chapter 2 · cycle 15,The Garden of Peace · cycle 2 of 13,Phase 2 · day 11 of 13,Gate 31 · Gate 32 · Ohr Ne’erav I · day 11 of 13,Shluchin v'Shutafin · Avadim · Sechirut · set 8 of 14 · day 25 of 28,Niddah 39 · review,Story 221 · Parshat Achrei Mot
194,2027-04-20,13 Nisan,Achrei Mot,Torah 194 · KST § 225 (p. 128) · Lo Taaseh 291–294,צ Tzaddik · צפ · set 9 · day 18 of 22,Hod shebeNetzach · shebeHod · day 26 of 49,מיה · 48 of 72 · מַעַזְיָהוּ 24 · וִיחֻנֶּךָּ,Spring · 12 of 91 · Ratzo · F1 letter 12 · Eicha 1:12 · ל,2nd cycle 2 · day 12 of 13 · Hashem,Year-Cycle 5 · day 44 of 55,OC 387–388 · Orach Chaim · 387 of 728,Achrei Mot · D3 · P1 · C5,set 8 · 26/28 · First Shearings 5 · Even HaEzer 1 · Procreation 1,Torah 194 · Zohar II 190–191,§ 225 (p. 128) · Achrei Mot,Lo Taaseh 291–294,LT Bamidbar · Folio 71 · day 222 of 364,Prayer 111 — first half · day 222 of 364,Shvuot 1 & 2 · Week 28 · Day 5,Psalms 7 & 8 · Week 28 · Day 5,Tale 2 — The Emperor and the King · cycle 15 · day 12 of 13,Sichos HaRan · §194 of 308 · day 194 of 369,OC 387–388 · half-days 387 & 388,Achrei Mot,Rav Pe’alim · Vol II · Choshen Mishpat 14 · Vol II · Choshen Mishpat 15,Se’if א׳ · day 12 of 13,תּוֹרָה צִוָה לָנוּ מֹשֶׁה מוֹרָשָׁה קְהִלַת יַעֲקֹב · דברים לג:ד,First Shearings 5 · Even HaEzer 1 · Procreation 1 · with the Shulchan Aruch,Sotah · 9b · Pesach / Omer,Treatment of Others — 5/5 · Happiness — 1/20,Story 57 · 58 · Achrei Mot,Niddah 40 · נִדָּה,Class 103 · of 118,Achrei Mot · Day 3,Day 194 · of 369,Chapter 2 · cycle 15,The Garden of Peace · cycle 2 of 13,Phase 2 · day 12 of 13,Ohr Ne’erav II · Ohr Ne’erav III · Ohr Ne’erav IV · day 12 of 13,She'elah u'Fikadon · Malveh v'Loveh · To'en v'Nit'an · set 8 of 14 · day 26 of 28,Niddah 40 · review,Story 222 · Parshat Achrei Mot
195,2027-04-21,14 Nisan,Achrei Mot,Torah 205 · KST § 226 (p. 128) · Lo Taaseh 295–296,ק Kuf · קצ · set 9 · day 19 of 22,Yesod shebeNetzach · shebeHod · day 27 of 49,והו · 49 of 72 · יְהוֹיָרִיב 1 · יִשָּׂא,Spring · 13 of 91 · Ratzo · F1 letter 13 · Eicha 1:13 · מ,2nd cycle 2 · day 13 of 13 · Hashem,Year-Cycle 5 · day 45 of 55,OC 389–390 · Orach Chaim · 389 of 728,Achrei Mot · D4 · P1 · C5,set 8 · 27/28 · Even HaEzer 2–3,Torah 205 · Zohar II 192–193,§ 226 (p. 128) · Achrei Mot,Lo Taaseh 295–296,LT Bamidbar · Folio 72 · day 223 of 364,Prayer 111 — second half · day 223 of 364,"Tosefta Sanhedrin 9, 10, 11, 12 · Week 28 · Day 6",Psalms 9 & 10 · Week 28 · Day 6,Tale 2 — The Emperor and the King · cycle 15 · day 13 of 13,Sichos HaRan · §195 of 308 · day 195 of 369,OC 389–390 · half-days 389 & 390,Achrei Mot,Rav Pe’alim · Vol II · Sod Yesharim 1 · Vol II · Sod Yesharim 2,Se’if ב׳ · day 13 of 13,שְׁמַע יִשְׂרָאֵל ה׳ אֶלֹקֵינוּ ה׳ אֶחָד · דברים ו:ד,Even HaEzer 2–3 · with the Shulchan Aruch,Sotah · 9b · Pesach / Omer,Treatment of Others — 5/5 · Happiness — 1/20,Story 57 · 58 · Achrei Mot,Niddah 41 · נִדָּה,Class 104 · of 118,Achrei Mot · Day 4,Day 195 · of 369,Chapter 2 · cycle 15,The Garden of Peace · cycle 2 of 13,Phase 2 · day 13 of 13,Ohr Ne’erav V · Ohr Ne’erav VI · Ohr Ne’erav VII · day 13 of 13,Nachalot · Sanhedrin · Edut · set 8 of 14 · day 27 of 28,Niddah 41 · review,Story 223 · Parshat Achrei Mot
196,2027-04-22,15 Nisan,Achrei Mot,Torah 206 · KST § 227 (p. 129) · Lo Taaseh 294–297,ר Reish · רפ · set 9 · day 20 of 22,Malchut shebeNetzach · shebeHod · day 28 of 49,דני · 50 of 72 · יְדַעְיָה 2 · יִשָּׂא,Spring · 14 of 91 · Ratzo · F1 letter 14 · Eicha 1:14 · נ,2nd cycle 3 · day 1 of 13 · El,Year-Cycle 5 · day 46 of 55,OC 391–392 · Orach Chaim · 391 of 728,Achrei Mot · D5 · P1 · C5,set 8 · 28/28 · Even HaEzer 4–5,Torah 206 · Zohar II 194–197,§ 227 (p. 129) · Achrei Mot,Lo Taaseh 294–297,LT Bamidbar · Folio 73 · day 224 of 364,Prayer 112 — first half · day 224 of 364,"Tosefta Sanhedrin 13, 14 &amp; Tosefta Makkot 1, 2 · Week 28 · Day 7",Psalms 11 & 12 · Week 28 · Day 7,Tale 3 — The Son Who Could Not Walk · cycle 16 · day 1 of 13,Sichos HaRan · §196 of 308 · day 196 of 369,OC 391–392 · half-days 391 & 392,Achrei Mot,Rav Pe’alim · Vol II · Sod Yesharim 3 · Vol II · Sod Yesharim 4,Se’if ג׳ · day 1 of 13,"בְּכָל דוֹר וָדוֹר חַיָיב אָדָם לִרְאוֹת אֶת עַצְמוֹ כְּאִלוּ הוּא יָצָא מִמִצְרָיִם · פסחים קטז,ב",Even HaEzer 4–5 · with the Shulchan Aruch,Sotah · 9b · Pesach / Omer,Treatment of Others — 5/5 · Happiness — 1/20,Story 57 · 58 · Achrei Mot,Niddah 42 · נִדָּה,Class 105 · of 118,Achrei Mot · Day 5,Day 196 · of 369,Chapter 3 · cycle 16,Women's Wisdom · cycle 3 of 13,Phase 3 · day 1 of 13,Gate 1 · Gate 2 · Gate 3 · day 1 of 13,Mamrim · Evel · Melachim u'Milchamos · set 8 of 14 · day 28 of 28,Niddah 42 · review,Story 224 · Parshat Achrei Mot
197,2027-04-23,16 Nisan,Achrei Mot,Torah 207 · KST § 228 (p. 130) · Lo Taaseh 298–299,ש Shin · שצ · set 9 · day 21 of 22,Chesed shebeHod · shebeHod · day 29 of 49,החש · 51 of 72 · חָרִם 3 · יִשָּׂא,Spring · 15 of 91 · Ratzo · F1 letter 15 · Eicha 1:15 · ס,2nd cycle 3 · day 2 of 13 · El,Year-Cycle 5 · day 47 of 55,OC 393–394 · Orach Chaim · 393 of 728,Achrei Mot · D6 · P1 · C5,set 9 · 1/28 · Even HaEzer 6–7,Torah 207 · Zohar II 198–199,§ 228 (p. 130) · Achrei Mot,Lo Taaseh 298–299,LT Bamidbar · Folio 74 · day 225 of 364,Prayer 112 — second half · day 225 of 364,Shvuot 3 & 4 · Week 29 · Day 1,Psalms 13 & 14 · Week 29 · Day 1,Tale 3 — The Son Who Could Not Walk · cycle 16 · day 2 of 13,Sichos HaRan · §197 of 308 · day 197 of 369,OC 393–394 · half-days 393 & 394,Achrei Mot,Ben Ish Chai · Halachot,Se’if ד׳ · day 2 of 13,"כָּל יִשְׂרָאֵל יֵשׁ לָהֶם חֵלֶק לְעוֹלָם הַבָּא שֶׁנֶאֱמַר וְעַמֵךְ כּוּלָם צַדִיקִים לְעוֹלָם יִירְשׁוּ אָרֶץ נֵצֶר מַטָעַי מַעֲשֵׂה יָדַי לְהִתְפָּאֵר · סנהדרין צ,א",Even HaEzer 6–7 · with the Shulchan Aruch,Sotah · 9b · Pesach / Omer,Treatment of Others — 5/5 · Happiness — 1/20,Story 57 · 58 · Achrei Mot,Niddah 43 · נִדָּה,Class 106 · of 118,Achrei Mot · Day 6,Day 197 · of 369,Chapter 3 · cycle 16,Women's Wisdom · cycle 3 of 13,Phase 3 · day 2 of 13,Gate 4 · Gate 5 · Gate 6 · day 2 of 13,Enumeration of the 613 Mitzvos · Yesodei HaTorah · De'ot · set 9 of 14 · day 1 of 28,Niddah 43 · review,Story 225 · Parshat Achrei Mot
198,2027-04-24,17 Nisan,Achrei Mot,Torah 208 · KST § 229–230 (p. 130) · Lo Taaseh 297–300,ת Tav · תפ · set 9 · day 22 of 22,Gevurah shebeHod · shebeHod · day 30 of 49,עמם · 52 of 72 · שְׂעֹרִים 4 · יִשָּׂא,Spring · 16 of 91 · Ratzo · F1 letter 16 · Eicha 1:16 · ע,2nd cycle 3 · day 3 of 13 · El,Year-Cycle 5 · day 48 of 55,OC 395–396 · Orach Chaim · 395 of 728,Achrei Mot · D7 · P1 · C5,set 9 · 2/28 · Even HaEzer 8–9 · Procreation 2 · Achrei Mot,Torah 208 · Zohar II 200–201,§ 229–230 (p. 130) · Achrei Mot,Lo Taaseh 297–300,LT Bamidbar · Folio 75 · day 226 of 364,Prayer 113 — first half · day 226 of 364,Shvuot 5 & 6 · Week 29 · Day 2,Psalms 15 & 16 · Week 29 · Day 2,Tale 3 — The Son Who Could Not Walk · cycle 16 · day 3 of 13,Sichos HaRan · §198 of 308 · day 198 of 369,OC 395–396 · half-days 395 & 396,Achrei Mot,Ben Ish Chai · Drash · Achrei Mot · Drash,Se’if ה׳ · day 3 of 13,כִּי קָרוֹב אֵלֶיךָ הַדָבָר מְאֹד בְּפִיךָ וּבִּלְבָבְךָ לַעֲשׂוֹתוֹ · דברים ל:יד,Even HaEzer 8–9 · Procreation 2 · with the Shulchan Aruch,Sotah · 9b · Pesach / Omer,Treatment of Others — 5/5 · Happiness — 1/20,Story 57 · 58 · Achrei Mot,Niddah 44 · נִדָּה,Class 107 · of 118,Sefer Yetzirah · 3:9,Day 198 · of 369,Chapter 3 · cycle 16,Women's Wisdom · cycle 3 of 13,Phase 3 · day 3 of 13,Gate 7 · Gate 8 · Gate 9 · day 3 of 13,Talmud Torah · Avodah Zarah · Teshuvah · set 9 of 14 · day 2 of 28,Niddah 44 · review,Story 226 · Parshat Achrei Mot
199,2027-04-25,18 Nisan,Achrei Mot,Torah 209 · KST § 223 (p. 127) · Lo Taaseh 301–302,א Alef · קא · set 10 · day 1 of 22,Tiferet shebeHod · shebeHod · day 31 of 49,ננא · 53 of 72 · מַלְכִּיָּה 5 · יִשָּׂא,Spring · 17 of 91 · Ratzo · F1 letter 17 · Eicha 1:17 · פ,2nd cycle 3 · day 4 of 13 · El,Year-Cycle 5 · day 49 of 55,OC 397–398 · Orach Chaim · 397 of 728,Achrei Mot · D1 · P1 · C5,set 9 · 3/28 · Even HaEzer 10–11,Torah 209 · Zohar II 202–203,§ 223 (p. 127) · Achrei Mot,Lo Taaseh 301–302,LT Bamidbar · Folio 76 · day 227 of 364,Prayer 113 — second half · day 227 of 364,Shvuot 7 & 8 · Week 29 · Day 3,Psalms 17 & 18 · Week 29 · Day 3,Tale 3 — The Son Who Could Not Walk · cycle 16 · day 4 of 13,Sichos HaRan · §199 of 308 · day 199 of 369,OC 397–398 · half-days 397 & 398,Achrei Mot,Rav Pe’alim · Vol II · Choshen Mishpat 10 · Vol II · Choshen Mishpat 11,Se’if ו׳ · day 4 of 13,וְהִנֵה ה׳ נִצָב עָלָיו וּמְלֹא כָל הָאָרֶץ כּבוֹדוֹ וּמַבִּיט עָלָיו וּבוֹחֵן כְּלָיוֹת וָלֵב אִם עוֹבְדוֹ כָּרָאוּי · תניא פרק מא,Even HaEzer 10–11 · with the Shulchan Aruch,Gittin · 10a · Pesach / Omer,Treatment of Others — 5/5 · Happiness — 1/20,Story 57 · 58 · Achrei Mot,Niddah 45 · נִדָּה,Class 108 · of 118,Achrei Mot · Day 1,Day 199 · of 369,Chapter 3 · cycle 16,Women's Wisdom · cycle 3 of 13,Phase 3 · day 4 of 13,Gate 10 · Gate 11 · Gate 12 · day 4 of 13,"Kriat Shema · Tefilah u'Birkat Kohanim · Tefillin, Mezuzah · set 9 of 14 · day 3 of 28",Niddah 45 · review,Story 227 · Parshat Achrei Mot
